"","X","Y"
"1",18.5419824079977,47.5120300550592
"2",19.6298185542827,42.9247230921437
"3",15.5917666513423,68.464285544723
"4",12.2883144362532,64.984829495373
"5",15.4721943838037,67.730695525852
"6",21.9310767489684,55.8339337416501
"7",12.0325474846017,49.2279698973574
"8",16.678958103346,50.043202906401
"9",19.2152690595364,54.563897922555
"10",18.6620948786119,51.3742533259655
"11",12.7458458323374,44.6074791354254
"12",13.1261796495972,44.1621808845669
"13",18.3004679498655,45.518592314567
"14",17.714927570408,47.2861123806398
"15",15.9869616589429,50.1694130165915
"16",21.7298468456337,62.5772305140493
"17",13.7265412246968,48.8300960394941
"18",19.2240490528937,40.6722336879688
"19",9.17932044952467,47.4796700512428
"20",10.5192967229839,35.8290735037601
"21",15.8139529824657,40.0084284875833
"22",13.6608030370873,62.1819517209389
"23",11.5572578001613,56.987193285753
"24",14.5001209691092,47.790237212264
"25",14.4833377075228,50.9413527987098
"26",13.9832806364316,57.0999502409474
"27",18.584301433743,37.790901525744
"28",13.6617676953938,43.9866237318227
"29",16.0331532642502,57.0066587818926
"30",13.4126081212927,60.084966016756
"31",19.1235592366505,55.6176625529365
"32",10.4618819698401,55.0651117401521
"33",23.4932880228885,51.9965412619589
"34",14.700083960464,64.457950379688
"35",14.3865876743656,62.9997414540226
"36",15.650555350285,57.2089293164709
"37",17.4172900519294,48.4371620419358
"38",12.928542489203,45.8290623932497
"39",13.861362029305,42.7709967363853
"40",10.4035575817707,64.2568910230793
"41",17.6352177281371,43.6088695901714
"42",15.7437458880746,34.6111076393948
"43",17.284161468322,47.994340378319
"44",15.5139114199149,64.9407844355196
"45",12.3702645584834,37.2062864247427
"46",16.67252745239,41.8523339408476
"47",15.3073555383021,52.5196916346814
"48",14.9284832896228,47.3836726322927
"49",15.2280556111585,44.8814720785846
"50",21.6994218213761,60.3201088728229
"51",24.1226805455127,22.5309049017329
"52",9.66622779474146,39.9190553109753
"53",27.9072391765344,42.7276133308004
"54",36.1495232832368,39.1637878103146
"55",27.8451260166396,32.4411652383787
"56",19.8188481890987,46.3545133059019
"57",16.4046084078222,33.7434539120642
"58",23.9535214833881,35.8617482388555
"59",29.0440675147433,54.0824305015458
"60",19.393628043088,43.712659419023
"61",15.6126181075311,39.9533958088834
"62",29.3661634233388,42.0793416969168
"63",21.7504869955969,32.5227553247932
"64",17.5151742115509,42.8252187577465
"65",36.0350637529502,37.1894060460794
"66",30.8922380067623,46.5488253716936
"67",31.7540766356371,40.5946424116195
"68",18.6259107522814,45.3370129997758
"69",34.2981081161388,41.1232615513685
"70",11.7830508830193,38.0549424711362
"71",12.6620960044232,30.004305970699
"72",27.9792860651491,42.7361398821497
"73",10.4397801049197,43.1724191299277
"74",30.4342431744909,40.121933682911
"75",18.7609438095398,44.3287050488754
"76",33.9555438962734,41.3102658073858
"77",18.5940333882686,43.4221452183695
"78",23.5327625238987,36.2815626654965
"79",30.7054982606946,48.9695537315926
"80",28.3914236453715,49.7693882649199
"81",19.117196881445,42.5054371392116
"82",21.1407526315875,43.9799135393521
"83",24.5724536095166,45.6792378795845
"84",26.4514028789997,36.1293171846215
"85",30.4221154790663,45.0847817658494
"86",17.0030093201626,41.7797612000891
"87",14.1139887580006,41.1276625301762
"88",24.9927175403464,49.6509412944055
"89",26.6845675267812,40.3500569814654
"90",23.1626602911448,8.2282862437442
"91",21.0320564179926,37.9046534056233
"92",22.5076745852292,40.7563936546058
"93",22.4867649587497,21.0471871507396
